"1","Министерство науки и высшего образования Российской Федерации Федеральное государственное автономное образовательное учреждение высшего образования «ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ» (ФГАОУ ВО «ЮФУ») Институт компьютерных технологий и информационной безопасности ЛАБОРАТОРНАЯ РАБОТА №7 «Автоматические генераторы проектов» по курсу: «Введение в инженерную деятельность»"     
"1","Министерство науки и высшего образования Российской Федерации Федеральное государственное автономное образовательное учреждение высшего образования «ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ» (ФГАОУ ВО «ЮФУ») Институт компьютерных технологий и информационной безопасности ЛАБОРАТОРНАЯ РАБОТА №6 «Автоматические генераторы проектов» по курсу: «Введение в инженерную деятельность»"     
"2","Ю. А. БРЮХОМИЦКИЙ БЕЗОПАСНОСТЬ ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ Учебное пособие в двух частях Часть 1 Ростов-на-Дону – Таганрог Издательство Южного федерального университета 2020 Введение 2 УДК 002.056.5(075.8) ББК 12.97я71 Б898 Печатается по решению кафедры информационной безопасности Института компьютерных технологий и информационной безопасности Южного федерального университета (протокол № 6 от 6 марта 2020 г.) Рецензенты: заведующий кафедрой системного анализа и телекоммун "     
"1","Министерство науки и высшего образования Российской Федерации Федеральное государственное автономное образовательное учреждение высшего образования  «ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ» (ФГАОУ ВО «ЮФУ»)  Институт компьютерных технологий и информационной безопасности      ЛАБОРАТОРНАЯ РАБОТА №1 «Основы среды программирования микроконтроллеров» по курсу: «Введение в инженерную деятельность»             Выполнил студент(ка) группы КТ			ФИО 			ФИО 			ФИО   Принял Должность			ФИО ФИО       Таганрог 2021 Оглавление  Введение	3 Описание существующих аналогов	4 Техническое задание на проект	5 Роли участников команды	6 Сроки выполнения работ по проекту	7 Заключение	8  ВВЕДЕНИЕ Цели и задачи:"     
"2","МИНИСТЕРСТВО НАУКИ И ВЫСШЕГО ОБРАЗОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ Федеральное государственное автономное образовательное учреждение высшего образования «ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ» Е. В. Тетруашвили, В. В. Ершов Практикум по дисциплине «Математика» Часть II Учебно-методическое пособие Ростов-на-Дону – Таганрог 2020 2 УДК 51 ББК 22.1 Т37 Рецензент: кандидат физико-математических наук, доцент кафедры высшей математики ИКТИБ ЮФУ, В.В. Семенистый Тетруашвили, Е. В. Т37 Практикум по дисциплине «Математика» : учебное-методическое пособие / Е. В. Тетруашвили, В. В. Ершов ; Южный федеральный университет. – Ростов-на-Дону ; Таганрог, 2020. – Ч. II. – 214 с. В предлагаемом сборнике задач особое внимание обращено на важнейшие разделы традиционного курса высшей математики, изучаемом на первом курсе второго семестра технического вуза. Краткие теоретические сведения, снабженные большим количеством разобранных примеров, позволяют использовать сборник для всех видов обучения. В нем отражены важные теоретические введения, содержащие формулы, необходимые для решения задач и лучшего закрепления материала. Предложены задачи для самостоятельного решения с ответами. Книга подготовлена преподавателями кафедры высшей математики Института компьютерных технологий и информационной безопасности Южного федерального университета, имеющими многолетний опыт работы со студентами, и соответствует требованиям Федерального государственного образовательного стандарта высшего образования, предъявляемыми к дисциплине «Математика». Сборник ориентирован на студентов технических направлений подготовки высшего образования, а также будет полезен преподавателям технических вузов и широкому кругу читателей, интересующихся данной тематикой. УДК 51 ББК 22.1 © Тетруашвили Е. В., Ершов В. В., 2020 © Южный федеральный университет, 2020 3 Оглавление I модуль ................................................................................................................... 4 Дифференциальное исчисление функций нескольких переменных .......... 4 Блок №1 ................................................................................................................. 4 Блок №2 ............................................................................................................... 17 Блок №3 ............................................................................................................... 27 II модуль................................................................................................................ 41 Кратные интегралы............................................................................................ 41 Блок №1 ............................................................................................................... 41 Блок №2 ............................................................................................................... 66 III модуль .............................................................................................................. 87 Числовые и функциональные ряды................................................................ 87 Блок №1 ............................................................................................................... 87 Блок №2 ............................................................................................................... 95 Блок №3 ............................................................................................................. 101 IV модуль ............................................................................................................ "     
"2","МИНИСТЕРСТВО ОБРАЗОВАНИЯ И НАУКИ РОССИЙСКОЙ ФЕДЕРАЦИИ Федеральное государственное автономное образовательное учреждение высшего образования «Южный федеральный университет» Инженерно-технологическая академия С.В. Скороход В.В. Селянкин С. Н. Дроздов Д.П. Калачев Н.Ш. Хусаинов Основы программирования микропроцессоров Intel для встраиваемых систем Учебное пособие Для студентов бакалаврской подготовки по направлениям 02.03.03, 09.03.04 Таганрог Издательство Южного федерального университета 2016 УДК 004.4 (075, 8) ББК 32.973.26-04я73 С 753 Печатается по решению редакционно-издательского совета Южного федерального университета Рецензенты: профессор кафедры ПМиИТ Таганрогского института управления и экономики, доктор технических наук В. П. Карелин; доцент кафедры САиТ Института компьютерных технологий и информационной безопасности Южного федерального университета, кандидат технических наук А. С. Свиридов Скороход, С. В. С 753 Основы программирования микропроцессоров Intel для встраиваемых систем : учебное пособие / Скороход С.В., Селянкин В. В., Дроздов С. Н., Калачев Д. П., Хусаинов Н. Ш.. : Южный федеральный университет. – Таганрог: Издательство Южного федерального университета, 2016. – 82 с. ISBN 978-5-9275-2223-1 Рассматриваются вопросы программирования процессоров Intel на языке ассемблера для встраиваемых систем. Учебное пособие состоит из семи разделов. В первом разделе рассматривается последовательность разработки простейшей арифметической программы. Второй раздел посвящен разработке циклических программ. В третьем разделе обсуждаются вопросы использования логических команд. В четвертом разделе излагаются технология обработки символьной информации. Пятый раздел предназначен для изучения операций с двоично-десятичной арифметикой. Шестой раздел посвящен применению подпрограмм. В седьмом разделе обсуждаются вопросы программирования арифметического сопроцессора для реализации вычислений с вещественными числами. Пособие предназначено для студентов, обучающихся по направлениям 02.03.03, 09.04.04. ISBN 978-5-9275-2223-1 УДК 004.4 (075, 8) ББК 32.973.26-04я73 © Южный федеральный университет, 2016 © Скороход С. В., Селянкин В. В., Дроздов С. Н., Калачев Д. П., Хусаинов Н. Ш., 2016 3 Введение Встраиваемая вычислительная система – это специализированная вычислительная система, непосредственно взаимодействующая с объектом контроля или управления и объединенная с ним единой конструкцией. Взаимодействие с обслуживаемым объектом выполняется посредством специализированных датчиков и исполнительных устройств. Особенностями встраиваемых систем являются: • непосредственное подключение к объекту; • работа в режиме реального времени; • поддержка алгоритмов автоматического регулирования; • повышенные требования к надежности и безопасности функционирования; • жесткие условия эксплуатации (широкий диапазон температур, помехи и т.п.); • использование в малогабаритных, автономных и переносных системах (предъявляет требования невысокого энергопотребления, малых габаритов, минимального числа вспомогательных элементов). Как правило, встроенная система является частью более крупной системы или встраивается непосредственно в объект управления. Встроенные системы – это системы «глубоко интегрированные» с объектами физического мира. Их элементы практически всегда ограничены по ресурсам. Это системы длительного жизненного цикла, часто автономные. Масштаб этих систем по размерам и сложности меняется в очень широких пределах. Эти системы рассчитаны на непрофессиональных пользователей и вместе с тем часто выполняют критически важные функции. Встраиваемые вычислительные системы можно классифицировать: • по области применения и назначению; • по различному соотношению информационных и управляющих функций, т.е. система преимущественно информационная (система сбора данных) или управляющая система автоматического управления); • по пространственной локализации аппаратных блоков: а) пространственно локализованные, б) пространственно рассредоточенные; • по различному соотношению вычислительной (обработка данных) и коммуникационной (функция ввода/вывода данных) составляющих; • по степени участия человека: а) автоматические системы – системы, в которых оператор выполняет только функции начальной настройки и оперативной корректировки параметров и режимов работы системы. Функции сбора данных, "     
"2","МИНИСТЕРСТВО НАУКИ И ВЫСШЕГО ОБРАЗОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ Федеральное государственное автономное образовательное учреждение высшего образования «ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ» Е. В. Тетруашвили, В. В. Ершов Практикум по дисциплине «Математика» Часть I Учебно-методическое пособие Ростов-на-Дону – Таганрог 2018 2 УДК 51 ББК 22.1 Т37 Рецензент: кандидат физико-математических наук, доцент кафедры высшей математики ИКТИБ ЮФУ, В.В. Семенистый Тетруашвили, Е. В. Т37 Практикум по дисциплине «Математика» : учебное-методическое пособие / Е. В. Тетруашвили, В. В. Ершов ; Южный федеральный университет. – Ростов-на-Дону ; Таганрог, 2018. – Ч. I. – 218 с. Предлагаемый Вашему вниманию сборник задач охватывает традиционный курс высшей математики в объеме первого семестра первого курса технического вуза. Книга подготовлена преподавателями кафедры высшей математики Института компьютерных технологий и информационной безопасности Южного федерального университета, имеющими многолетний опыт работы со студентами. Авторы попытались создать задачник, позволяющий не только стимулировать активную работу студентов с преподавателем на практических занятиях, но и самостоятельно осваивать материал и готовиться к контрольным мероприятиям. Весь материал разбит на модули и блоки, соответствующие ключевым темам алгебры и математического анализа. В каждом блоке приводятся основные определения, понятия, теоремы и формулы и излагаются решения типовых задач и примеров. Блоки завершаются набором типовых задач для самостоятельного решения. Ко всем задачам приведены ответы. Пособие предназначено для студентов и преподавателей технических вузов, в том числе для дистанционного изучения дисциплины «Математика». УДК 51 ББК 22.1 © Тетруашвили Е. В., Ершов В. В., 2018 © Южный федеральный университет, 2018 3 Оглавление "     
"2","МИНИСТЕРСТВО НАУКИ И ВЫСШЕГО ОБРАЗОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ Федеральное государственное автономное образовательное учреждение высшего образования «ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ» Е. В. Тетруашвили, В. В. Ершов Практикум по дисциплине «Математика» Часть II Учебно-методическое пособие Ростов-на-Дону – Таганрог 2020 2 УДК 51 ББК 22.1 Т37 Рецензент: кандидат физико-математических наук, доцент кафедры высшей математики ИКТИБ ЮФУ, В.В. Семенистый Тетруашвили, Е. В. Т37 Практикум по дисциплине «Математика» : учебное-методическое пособие / Е. В. Тетруашвили, В. В. Ершов ; Южный федеральный университет. – Ростов-на-Дону ; Таганрог, 2020. – Ч. II. – 214 с. В предлагаемом сборнике задач особое внимание обращено на важнейшие разделы традиционного курса высшей математики, изучаемом на первом курсе второго семестра технического вуза. Краткие теоретические сведения, снабженные большим количеством разобранных примеров, позволяют использовать сборник для всех видов обучения. В нем отражены важные теоретические введения, содержащие формулы, необходимые для решения задач и лучшего закрепления материала. Предложены задачи для самостоятельного решения с ответами. Книга подготовлена преподавателями кафедры высшей математики Института компьютерных технологий и информационной безопасности Южного федерального университета, имеющими многолетний опыт работы со студентами, и соответствует требованиям Федерального государственного образовательного стандарта высшего образования, предъявляемыми к дисциплине «Математика». Сборник ориентирован на студентов технических направлений подготовки высшего образования, а также будет полезен преподавателям технических вузов и широкому кругу читателей, интересующихся данной тематикой. УДК 51 ББК 22.1 © Тетруашвили Е. В., Ершов В. В., 2020 © Южный федеральный университет, 2020 3 Оглавление I модуль ................................................................................................................... 4 Дифференциальное исчисление функций нескольких переменных .......... 4 "     
"2","IV модуль Обыкновенные дифференциальные уравнения Блок №1 1. Определение дифференциального уравнения. Задача Коши Обыкновенным дифференциальным уравнением называется уравнение ( ) ( , , , , , ) 0 n F x y y y y   = , связывающее независимую переменную x, искомую функцию y y x = ( ) и ее производные ( ) ( ), ( ), ... , ( ) n y x y x y x   . Порядком дифференциального уравнения называется наивысший порядок производных, входящих в уравнение. Функция y g x = ( ) называется частным решением или интегралом дифференциального уравнения ( ) ( , , , , , ) 0 n F x y y y y   = , если выполнено тождество ( ) ( , ( ), ( ), ( ), , ( )) 0 n F x g x g x g x g x    . В большинстве случаев дифференциальное уравнение имеет бесчисленное множество решений. Общим решением уравнения называется семейство функций 1 2 ( , , ,..., ) n y g x C C C = , зависящих от n произвольных постоянных 1 2 , , ... , C C Cn , таких, что для любого допустимого набора 0 0 0 1 1 2 2 , , ... , C = = = С C С C С n n функция 0 0 0 1 2 ( , , ,..., ) n y g x C C C = является частным решением уравнения. Равенство 1 2 ( , , , ,..., ) 0 G x y C C Cn = , неявно задающее общее решение уравнения, называется общим интегралом уравнения. При решении практических задач приходится, как правило, искать не общее решение уравнения, а его частное решение, удовлетворяющее некоторым определенным условиям. Примером такой задачи является так 112 называемая задача Коши, состоящая в нахождении решения уравнения, удовлетворяющего начальным условиям: ( ) ( 1) 0 0 0 1 0 2 0 1 ( , , , , , ) 0, ( ) , ( ) , ( ) , ... , ( ) . n n n F x y y y y y x y y x y y x y y x y − −    =   = = = =    При некоторых не очень жестких ограничениях на функцию F задача Коши имеет единственное решение. Например, для задачи Коши 0 0 y f x y y x y  = = ( , ), ( ) имеет место следующая теорема. Теорема (существования и единственности).Если в дифференциальном уравнении y f x y  = ( , ) функция f x y ( , ) и ее частная производная ( , ) y f x y  непрерывны в некоторой области D, то для любой точки 0 0 0 М x y D ( ; ) существует и притом единственное решение y y x = ( ) данного уравнения, удовлетворяющее начальному условию 0 0 y x y ( ) = . Для некоторых дифференциальных уравнений возможно существование решений, которые не получаются из общего решения ни при каких значениях произвольных постоянных. Такие решения называются особыми и возникают только в тех уравнениях, для которых нарушаются условия теоремы существования и единственности. Далее мы рассмотрим основные типы уравнений первого порядка и методы их решения. 2. Уравнения с разделяющимися переменными Дифференциальным уравнением с разделяющимися переменными называют уравнение 1 1 2 2 f x g y dx f x g y dy ( ) ( ) ( ) ( ) 0  +  = . Для его решения необходимо разделить обе части на произведение 1 2 g y f x ( ) ( ) и проинтегрировать полученное уравнение: 113 1 2 1 2 2 1 2 1 ( ) ( ) ( ) ( ) ( ) ( ) ( ) ( ) f x g y f x g y dx dy dx dy С f x g y f x g y = −  = − +   . Заметим, что исходное уравнение может иметь решения, потерянные при делении на 1 2 g y f x ( ) ( ) . Поэтому решения уравнения 1 2 g y f x ( ) ( ) 0 = требуют дополнительной проверки. Уравнение вида y f x g y  = ( ) ( ) также называется уравнением с разделяющимися переменными и сводится к предыдущему. Для его решения достаточно представить y  в виде отношения дифференциалов dy y dx  = , а затем разделить переменные: ( ) ( ) ( ) ( ) ( ) ( ) dy dy dy f x g y f x dx f x dx С dx g y g y =  =  = +   . При этом могут быть потеряны решения, для которых g y( ) 0 = , следовательно, проверка также необходима. 3. Однородные дифференциальные уравнения Функция двух переменных называется однородной функцией n-го порядка, если ( , ) ( , ) n f x y f x y    = для всех допустимых значений  . Дифференциальное уравнение y f x y  = ( , ) называется однородным, если f x y ( , ) является однородной функцией нулевого порядка, то есть f x y f x y ( , ) ( , )   = . Легко показать, что однородная функция нулевого порядка является функцией частного y x ; действительно, положив 1 x  = , получим: 1 1 ( , ) ( , ) , 1, y y f x y f x y f x y f x x x x          = =   = =             "     
"2","МИНИСТЕРСТВО НАУКИ И ВЫСШЕГО ОБРАЗОВАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ Федеральное государственное автономное образовательное учреждение высшего образования «ЮЖНЫЙ ФЕДЕРАЛЬНЫЙ УНИВЕРСИТЕТ» Инженерно-технологическая академия О. Н. Истратова, Т. В. Эксакусто ПСИХОЛОГИЯ ЭФФЕКТИВНОГО ОБЩЕНИЯ И ГРУППОВОГО ВЗАИМОДЕЙСТВИЯ Учебное пособие Ростов-на-Дону – Таганрог Издательство Южного федерального университета 2018 УДК 159.9 ББК 88.53я73 И913 Выпускается по решению кафедры психологии и безопасности жизнедеятельности Института компьютерных технологий и информационной безопасности Южного федерального университета (протокол №7 от 20 февраля 2018 г.) Рецензенты: доктор педагогических наук, профессор кафедры общей педагогики Таганрогского института им. А. П. Чехова (филиал) Ростовского государственного экономического университета (РИНХ) И. А. Стеценко; доктор психологических наук, профессор кафедры психологии и безопасности жизнедеятельности Инженерно-технологической академии Южного федерального университета И. А. Кибальченко. И913 Истратова, О. Н. Психология эффективного общения и группового взаимодействия [Электронный ресурс] : учебное пособие / О. Н. Истратова, Т. В. Эксакусто. – Ростов-на-Дону ; Таганрог : Издательство Южного федерального университета, 2018. – Текстовое (символьное) электронное издание (13,7 Мб). – 1 электрон. опт. диск (CDR). – Системные требования: процессор с тактовой частотой 1,5 ГГц и выше, 1 Гб оперативной памяти, Windows 7 SP1, Windows 8, 8.1, Windows 10 (32- и 64-разрядные версии), Acrobat Reader DC, привод DVD-ROM. ISBN 978-5-9275-2848-6 В пособии рассматриваются вопросы эффективного общения и группового взаимодействия, которые являются важнейшими для формирования компетенций Soft skills. Учебное пособие ориентировано как на получение теоретических знаний, так и на формирование навыков коммуникативной и социальной компетентности: эффективного восприятия и понимания в общении, навыков вербальной и невербальной коммуникации в деловых и межличностных отношениях; развитие речевых навыков (в частности навыков публичного выступления), навыков группового взаимодействия и т. п. Особенностью пособия является то, что все его главы сопровождаются схемами и таблицами. Каждый раздел в главах завершается вопросами для собеседования. Отдельные параграфы сопровождаются разделом «Психологический практикум». Работа адресована студентам бакалавриата и специалитета всех направлений подготовки ИКТИБ, изучающим курс «Психология профессионального саморазвития», а также студентам ИТА ЮФУ, изучающим курс МУАМ «Психология эффективного общения и группового взаимодействия». ISBN 978-5-9275-2848-6 УДК 159.9 ББК 88.53я73 © Южный федеральный университет, 2018 © Истратова О. Н., Эксакусто Т. В., 2018 © Оформление. Макет. Издательство Южного федерального университета, 2018 "     
